,userid,newsid,nickname,name,sex,head_url,region,autograph,integral,is_big_v,is_first_login,creator_id,news_title,news_subtitle,updated_year,updated_month,updated_day,updated_timestamp,label,useridReindex,newsidReindex
271,53900,1915,1,0,1,0,1975,0,0,0,0,18,1,1,2019,7,14,1000.0,1,163,59
272,53900,1915,1,0,1,0,1975,0,0,0,0,18,1,1,2019,7,14,1000.0,1,163,59
273,3503,1915,1,1,1,0,2735,0,5399,1,0,18,1,1,2019,7,14,1000.0,1,104,59
274,234,1915,1,0,1,1,1906,0,350,0,0,18,1,1,2019,7,14,1000.0,1,17,59
275,53201,1915,1,1,1,1,2660,1,100,0,0,18,1,1,2019,7,14,1000.0,1,158,59
276,53201,1915,1,1,1,1,2660,1,100,0,0,18,1,1,2019,7,14,1000.0,1,158,59
277,7018,1915,1,1,1,1,1861,0,340,0,0,18,1,1,2019,7,14,1000.0,1,122,59
278,396,1915,1,0,1,1,1891,1,5605,1,0,18,1,1,2019,7,14,1000.0,1,49,59
279,95543,1915,1,0,1,0,2441,1,0,0,0,18,1,1,2019,7,14,1000.0,1,196,59
280,26034,1915,1,0,0,1,2939,1,0,1,0,18,1,1,2019,7,14,1000.0,1,142,59
281,361,1915,1,0,1,1,1906,0,478,0,0,18,1,1,2019,7,14,1000.0,1,45,59
282,694,1915,1,1,0,1,3,0,10607,1,0,18,1,1,2019,7,14,1000.0,1,80,59
283,8185,1915,1,1,2,1,2793,1,214,1,0,18,1,1,2019,7,14,1000.0,1,126,59
284,896,1915,1,1,2,1,1890,0,7173,1,0,18,1,1,2019,7,14,1000.0,1,82,59
285,69033,1915,1,0,1,0,2087,0,0,0,0,18,1,1,2019,7,14,1000.0,1,185,59
286,39066,1915,1,1,1,1,274,1,0,0,0,18,1,1,2019,7,14,1000.0,1,155,59
287,3495,1915,1,1,0,1,1890,0,5333,1,0,18,1,1,2019,7,14,1000.0,1,102,59
288,541,1915,1,0,1,1,1889,0,16263,1,0,18,1,1,2019,7,14,1000.0,1,61,59
289,26024,1915,1,0,1,1,2762,1,0,1,0,18,1,1,2019,7,14,1000.0,1,141,59
290,26024,1915,1,0,1,1,2762,1,0,1,0,18,1,1,2019,7,14,1000.0,1,141,59
291,170888,1915,1,0,2,0,260,0,0,0,0,18,1,1,2019,7,14,1000.0,1,214,59
292,108810,1915,1,0,1,1,231,1,0,0,0,18,1,1,2019,7,14,1000.0,1,199,59
293,108810,1915,1,0,1,1,231,1,0,0,0,18,1,1,2019,7,14,1000.0,1,199,59
294,1320,1915,1,1,1,1,1914,1,1832,0,0,18,1,1,2019,7,14,1000.0,1,89,59
295,201,1915,1,0,1,1,1891,1,142,0,0,18,1,1,2019,7,14,1000.0,1,4,59
296,4419,1915,1,1,1,0,946,0,0,0,0,18,1,1,2019,7,14,1000.0,1,113,59
297,55754,1915,1,0,2,0,1891,1,0,0,0,18,1,1,2019,7,14,1000.0,1,177,59
298,26004,1915,1,0,1,1,2012,1,0,1,0,18,1,1,2019,7,14,1000.0,1,138,59
299,56883,1915,1,0,1,0,2387,1,0,0,0,18,1,1,2019,7,14,1000.0,1,181,59
300,65477,1915,1,0,1,1,2441,1,0,0,0,18,1,1,2019,7,14,1000.0,1,184,59
301,81888,1915,1,0,1,0,2084,1,0,0,0,18,1,1,2019,7,14,1000.0,1,192,59
302,69056,1915,1,0,2,1,2086,1,0,0,0,18,1,1,2019,7,14,1000.0,1,186,59
303,86660,1915,1,0,2,1,2441,0,0,0,0,18,1,1,2019,7,14,1000.0,1,194,59
304,86660,1915,1,0,2,1,2441,0,0,0,0,18,1,1,2019,7,14,1000.0,1,194,59
305,53546,1915,1,1,2,1,3,0,0,0,0,18,1,1,2019,7,14,1000.0,1,160,59
306,53546,1915,1,1,2,1,3,0,0,0,0,18,1,1,2019,7,14,1000.0,1,160,59
307,53546,1915,1,1,2,1,3,0,0,0,0,18,1,1,2019,7,14,1000.0,1,160,59
308,306,2511,1,0,1,1,2732,1,414,0,0,26212,1,1,2019,7,13,999.0,1,35,167
309,3165,2511,1,1,1,1,3,0,62,0,0,26212,1,1,2019,7,13,999.0,1,96,167
310,15180,2511,1,1,2,1,1132,1,6,1,0,26212,1,1,2019,7,13,999.0,1,129,167
311,1089,2511,1,1,2,1,1917,0,592,0,0,26212,1,1,2019,7,13,999.0,1,87,167
312,3136,2511,1,1,0,1,1890,1,4907,1,0,26212,1,1,2019,7,13,999.0,1,95,167
313,55265,2511,1,0,1,0,274,0,0,0,0,26212,1,1,2019,7,13,999.0,1,176,167
314,271,2511,1,0,2,1,1906,1,29633,1,0,26212,1,1,2019,7,13,999.0,1,27,167
315,127180,2511,1,0,1,1,113,0,0,1,0,26212,1,1,2019,7,13,999.0,1,204,167
316,26212,2511,1,1,1,1,112,1,8,1,0,26212,1,1,2019,7,13,999.0,1,153,167
317,509,2511,1,0,1,1,1897,1,856,1,0,26212,1,1,2019,7,13,999.0,1,59,167
318,631,2511,1,0,2,1,1889,1,602,1,0,26212,1,1,2019,7,13,999.0,1,71,167
319,171081,2511,1,0,2,0,5,0,0,0,0,26212,1,1,2019,7,13,999.0,1,221,167
320,278,2511,1,0,2,1,1906,0,526,1,0,26212,1,1,2019,7,13,999.0,1,28,167
321,336,2511,1,0,1,1,1891,1,21454,1,0,26212,1,1,2019,7,13,999.0,1,40,167
322,206,2511,1,0,1,1,1899,1,410,1,0,26212,1,1,2019,7,13,999.0,1,6,167
323,361,2511,1,0,1,1,1906,0,478,0,0,26212,1,1,2019,7,13,999.0,1,45,167
324,1831,2511,1,1,2,1,1324,0,528,0,0,26212,1,1,2019,7,13,999.0,1,92,167
325,1831,2511,1,1,2,1,1324,0,528,0,0,26212,1,1,2019,7,13,999.0,1,92,167
326,223,2519,1,0,1,1,112,1,1735,1,0,26212,1,1,2019,7,13,1000.0,1,10,175
327,55158,2519,1,0,1,1,1902,0,0,1,0,26212,1,1,2019,7,13,1000.0,1,173,175
328,55158,2519,1,0,1,1,1902,0,0,1,0,26212,1,1,2019,7,13,1000.0,1,173,175
329,55158,2519,1,0,1,1,1902,0,0,1,0,26212,1,1,2019,7,13,1000.0,1,173,175
330,170854,2519,1,0,2,1,3,0,0,1,0,26212,1,1,2019,7,13,1000.0,1,212,175
331,26111,2519,1,0,1,1,1889,0,1050,1,0,26212,1,1,2019,7,13,1000.0,1,147,175
332,271,2519,1,0,2,1,1906,1,29633,1,0,26212,1,1,2019,7,13,1000.0,1,27,175
333,254,2519,1,0,1,1,1891,1,6701,1,0,26212,1,1,2019,7,13,1000.0,1,22,175
334,254,2519,1,0,1,1,1891,1,6701,1,0,26212,1,1,2019,7,13,1000.0,1,22,175
335,6440,2519,1,1,1,1,1260,0,552,0,0,26212,1,1,2019,7,13,1000.0,1,118,175
336,229,2519,1,0,1,1,2955,1,290,0,0,26212,1,1,2019,7,13,1000.0,1,14,175
337,3362,2519,1,1,1,1,1890,1,5365,1,0,26212,1,1,2019,7,13,1000.0,1,97,175
338,202,2519,1,0,1,1,120,1,168,1,0,26212,1,1,2019,7,13,1000.0,1,5,175
339,233,2519,1,0,1,1,1906,1,2424,1,0,26212,1,1,2019,7,13,1000.0,1,16,175
340,3631,2519,1,1,1,1,2367,1,2156,0,0,26212,1,1,2019,7,13,1000.0,1,106,175
341,170873,2519,1,0,1,1,113,1,0,1,0,26212,1,1,2019,7,13,1000.0,1,213,175
342,684,2519,1,1,0,1,3,1,4787,1,0,26212,1,1,2019,7,13,1000.0,1,78,175
343,487,2519,1,0,1,1,1891,0,6839,1,0,26212,1,1,2019,7,13,1000.0,1,57,175
344,330,2519,1,0,1,1,1906,1,5426,1,0,26212,1,1,2019,7,13,1000.0,1,39,175
345,336,2519,1,0,1,1,1891,1,21454,1,0,26212,1,1,2019,7,13,1000.0,1,40,175
346,26129,2519,1,0,1,0,1891,1,0,1,0,26212,1,1,2019,7,13,1000.0,1,150,175
347,54103,2519,1,0,1,1,375,0,0,0,0,26212,1,1,2019,7,13,1000.0,1,170,175
348,7336,2519,1,1,1,1,1978,1,1094,0,0,26212,1,1,2019,7,13,1000.0,1,124,175
349,242,2519,1,0,0,1,3,1,17525,1,0,26212,1,1,2019,7,13,1000.0,1,20,175
350,4680,2519,1,1,1,1,400,0,100,1,0,26212,1,1,2019,7,13,1000.0,1,114,175
351,4680,2519,1,1,1,1,400,0,100,1,0,26212,1,1,2019,7,13,1000.0,1,114,175
352,3382,2519,1,1,0,0,1890,1,5315,1,0,26212,1,1,2019,7,13,1000.0,1,98,175
353,361,2519,1,0,1,1,1906,0,478,0,0,26212,1,1,2019,7,13,1000.0,1,45,175
354,679,2519,1,1,1,1,3,0,5615,1,0,26212,1,1,2019,7,13,1000.0,1,77,175
355,223,2504,1,0,1,1,112,1,1735,1,0,53964,1,1,2019,7,13,998.0,1,10,160
356,3165,2504,1,1,1,1,3,0,62,0,0,53964,1,1,2019,7,13,998.0,1,96,160
357,3165,2504,1,1,1,1,3,0,62,0,0,53964,1,1,2019,7,13,998.0,1,96,160
358,3136,2504,1,1,0,1,1890,1,4907,1,0,53964,1,1,2019,7,13,998.0,1,95,160
359,3136,2504,1,1,0,1,1890,1,4907,1,0,53964,1,1,2019,7,13,998.0,1,95,160
360,3136,2504,1,1,0,1,1890,1,4907,1,0,53964,1,1,2019,7,13,998.0,1,95,160
361,509,2504,1,0,1,1,1897,1,856,1,0,53964,1,1,2019,7,13,998.0,1,59,160
362,336,2504,1,0,1,1,1891,1,21454,1,0,53964,1,1,2019,7,13,998.0,1,40,160
363,53606,2504,1,1,1,1,2086,1,0,1,0,53964,1,1,2019,7,13,998.0,1,161,160
364,53964,2504,1,0,1,1,113,0,0,1,0,53964,1,1,2019,7,13,998.0,1,166,160
365,26051,2334,1,0,0,1,1891,1,146,1,0,171053,1,1,2019,7,13,999.0,1,144,87
366,1822,2334,1,1,0,1,1890,1,4401,1,0,171053,1,1,2019,7,13,999.0,1,91,87
367,1822,2334,1,1,0,1,1890,1,4401,1,0,171053,1,1,2019,7,13,999.0,1,91,87
368,261,2334,1,0,0,1,1906,0,9409,1,0,171053,1,1,2019,7,13,999.0,1,23,87
369,615,2334,1,0,0,1,3,1,379,1,0,171053,1,1,2019,7,13,999.0,1,69,87
370,4051,2334,1,1,1,1,2385,1,3206,1,0,171053,1,1,2019,7,13,999.0,1,111,87
371,26034,2334,1,0,0,1,2939,1,0,1,0,171053,1,1,2019,7,13,999.0,1,142,87
372,3165,2512,1,1,1,1,3,0,62,0,0,241,1,1,2019,7,13,999.0,1,96,168
373,3165,2512,1,1,1,1,3,0,62,0,0,241,1,1,2019,7,13,999.0,1,96,168
374,15180,2512,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,999.0,1,129,168
375,15180,2512,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,999.0,1,129,168
376,285,2512,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,999.0,1,31,168
377,285,2512,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,999.0,1,31,168
378,285,2512,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,999.0,1,31,168
379,285,2512,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,999.0,1,31,168
380,3136,2512,1,1,0,1,1890,1,4907,1,0,241,1,1,2019,7,13,999.0,1,95,168
381,6140,2512,1,1,1,1,3,1,76,1,0,241,1,1,2019,7,13,999.0,1,117,168
382,6140,2512,1,1,1,1,3,1,76,1,0,241,1,1,2019,7,13,999.0,1,117,168
383,271,2512,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,999.0,1,27,168
384,271,2512,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,999.0,1,27,168
385,271,2512,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,999.0,1,27,168
386,170954,2512,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,999.0,1,217,168
387,170954,2512,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,999.0,1,217,168
388,170954,2512,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,999.0,1,217,168
389,254,2512,1,0,1,1,1891,1,6701,1,0,241,1,1,2019,7,13,999.0,1,22,168
390,229,2512,1,0,1,1,2955,1,290,0,0,241,1,1,2019,7,13,999.0,1,14,168
391,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1,5,168
392,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1,5,168
393,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1,5,168
394,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1,5,168
395,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1,5,168
396,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1,5,168
397,1822,2512,1,1,0,1,1890,1,4401,1,0,241,1,1,2019,7,13,999.0,1,91,168
398,127180,2512,1,0,1,1,113,0,0,1,0,241,1,1,2019,7,13,999.0,1,204,168
399,127180,2512,1,0,1,1,113,0,0,1,0,241,1,1,2019,7,13,999.0,1,204,168
400,170873,2512,1,0,1,1,113,1,0,1,0,241,1,1,2019,7,13,999.0,1,213,168
401,56407,2512,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,999.0,1,180,168
402,56407,2512,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,999.0,1,180,168
403,56407,2512,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,999.0,1,180,168
404,56407,2512,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,999.0,1,180,168
405,56407,2512,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,999.0,1,180,168
406,509,2512,1,0,1,1,1897,1,856,1,0,241,1,1,2019,7,13,999.0,1,59,168
407,509,2512,1,0,1,1,1897,1,856,1,0,241,1,1,2019,7,13,999.0,1,59,168
408,509,2512,1,0,1,1,1897,1,856,1,0,241,1,1,2019,7,13,999.0,1,59,168
409,631,2512,1,0,2,1,1889,1,602,1,0,241,1,1,2019,7,13,999.0,1,71,168
410,1499,2512,1,1,1,1,2992,1,320,0,0,241,1,1,2019,7,13,999.0,1,90,168
411,1499,2512,1,1,1,1,2992,1,320,0,0,241,1,1,2019,7,13,999.0,1,90,168
412,232,2512,1,0,2,1,1906,1,118,1,0,241,1,1,2019,7,13,999.0,1,15,168
413,330,2512,1,0,1,1,1906,1,5426,1,0,241,1,1,2019,7,13,999.0,1,39,168
414,26129,2512,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,999.0,1,150,168
415,26129,2512,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,999.0,1,150,168
416,250,2512,1,0,0,1,3,1,6415,1,0,241,1,1,2019,7,13,999.0,1,21,168
417,250,2512,1,0,0,1,3,1,6415,1,0,241,1,1,2019,7,13,999.0,1,21,168
418,6539,2512,1,1,2,1,2024,0,56,0,0,241,1,1,2019,7,13,999.0,1,119,168
419,6539,2512,1,1,2,1,2024,0,56,0,0,241,1,1,2019,7,13,999.0,1,119,168
420,239,2512,1,0,1,0,3,0,5865,1,0,241,1,1,2019,7,13,999.0,1,18,168
421,239,2512,1,0,1,0,3,0,5865,1,0,241,1,1,2019,7,13,999.0,1,18,168
422,125439,2512,1,0,2,0,252,0,0,0,0,241,1,1,2019,7,13,999.0,1,203,168
423,206,2512,1,0,1,1,1899,1,410,1,0,241,1,1,2019,7,13,999.0,1,6,168
424,206,2512,1,0,1,1,1899,1,410,1,0,241,1,1,2019,7,13,999.0,1,6,168
425,3165,2510,1,1,1,1,3,0,62,0,0,241,1,1,2019,7,13,998.0,1,96,166
426,3165,2510,1,1,1,1,3,0,62,0,0,241,1,1,2019,7,13,998.0,1,96,166
427,15180,2510,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,998.0,1,129,166
428,15180,2510,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,998.0,1,129,166
429,15180,2510,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,998.0,1,129,166
430,285,2510,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,998.0,1,31,166
431,285,2510,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,998.0,1,31,166
432,285,2510,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,998.0,1,31,166
433,1089,2510,1,1,2,1,1917,0,592,0,0,241,1,1,2019,7,13,998.0,1,87,166
434,1089,2510,1,1,2,1,1917,0,592,0,0,241,1,1,2019,7,13,998.0,1,87,166
435,1089,2510,1,1,2,1,1917,0,592,0,0,241,1,1,2019,7,13,998.0,1,87,166
436,3136,2510,1,1,0,1,1890,1,4907,1,0,241,1,1,2019,7,13,998.0,1,95,166
437,3136,2510,1,1,0,1,1890,1,4907,1,0,241,1,1,2019,7,13,998.0,1,95,166
438,55265,2510,1,0,1,0,274,0,0,0,0,241,1,1,2019,7,13,998.0,1,176,166
439,6140,2510,1,1,1,1,3,1,76,1,0,241,1,1,2019,7,13,998.0,1,117,166
440,6140,2510,1,1,1,1,3,1,76,1,0,241,1,1,2019,7,13,998.0,1,117,166
441,415,2510,1,0,1,1,1891,1,0,1,0,241,1,1,2019,7,13,998.0,1,50,166
442,415,2510,1,0,1,1,1891,1,0,1,0,241,1,1,2019,7,13,998.0,1,50,166
443,271,2510,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,998.0,1,27,166
444,271,2510,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,998.0,1,27,166
445,271,2510,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,998.0,1,27,166
446,170954,2510,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,998.0,1,217,166
447,170954,2510,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,998.0,1,217,166
448,170954,2510,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,998.0,1,217,166
449,170954,2510,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,998.0,1,217,166
450,254,2510,1,0,1,1,1891,1,6701,1,0,241,1,1,2019,7,13,998.0,1,22,166
451,254,2510,1,0,1,1,1891,1,6701,1,0,241,1,1,2019,7,13,998.0,1,22,166
452,6440,2510,1,1,1,1,1260,0,552,0,0,241,1,1,2019,7,13,998.0,1,118,166
453,226,2510,1,0,1,1,1906,1,3546,1,0,241,1,1,2019,7,13,998.0,1,12,166
454,202,2510,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,998.0,1,5,166
455,202,2510,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,998.0,1,5,166
456,1822,2510,1,1,0,1,1890,1,4401,1,0,241,1,1,2019,7,13,998.0,1,91,166
457,341,2510,1,0,1,1,1891,1,11985,1,0,241,1,1,2019,7,13,998.0,1,42,166
458,170873,2510,1,0,1,1,113,1,0,1,0,241,1,1,2019,7,13,998.0,1,213,166
459,26212,2510,1,1,1,1,112,1,8,1,0,241,1,1,2019,7,13,998.0,1,153,166
460,56407,2510,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,998.0,1,180,166
461,56407,2510,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,998.0,1,180,166
462,677,2510,1,1,1,1,1889,0,12155,1,0,241,1,1,2019,7,13,998.0,1,75,166
463,631,2510,1,0,2,1,1889,1,602,1,0,241,1,1,2019,7,13,998.0,1,71,166
464,1499,2510,1,1,1,1,2992,1,320,0,0,241,1,1,2019,7,13,998.0,1,90,166
465,336,2510,1,0,1,1,1891,1,21454,1,0,241,1,1,2019,7,13,998.0,1,40,166
466,26129,2510,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,998.0,1,150,166
467,6539,2510,1,1,2,1,2024,0,56,0,0,241,1,1,2019,7,13,998.0,1,119,166
468,125439,2510,1,0,2,0,252,0,0,0,0,241,1,1,2019,7,13,998.0,1,203,166
469,532,2510,1,0,0,1,3,0,8283,1,0,241,1,1,2019,7,13,998.0,1,60,166
470,206,2510,1,0,1,1,1899,1,410,1,0,241,1,1,2019,7,13,998.0,1,6,166
471,3165,2483,1,1,1,1,3,0,62,0,0,330,1,1,2019,7,13,997.0,1,96,139
472,3136,2483,1,1,0,1,1890,1,4907,1,0,330,1,1,2019,7,13,997.0,1,95,139
473,341,2483,1,0,1,1,1891,1,11985,1,0,330,1,1,2019,7,13,997.0,1,42,139
474,18,2483,1,0,2,1,2494,1,362,1,0,330,1,1,2019,7,13,997.0,1,2,139
475,18537,2483,1,1,2,1,1217,0,8,1,0,330,1,1,2019,7,13,997.0,1,132,139
476,3818,2483,1,1,1,0,576,0,220,0,0,330,1,1,2019,7,13,997.0,1,109,139
477,3165,2470,1,1,1,1,3,0,62,0,0,13,1,1,2019,7,13,999.0,1,96,129
478,170873,2470,1,0,1,1,113,1,0,1,0,13,1,1,2019,7,13,999.0,1,213,129
479,684,2470,1,1,0,1,3,1,4787,1,0,13,1,1,2019,7,13,999.0,1,78,129
480,278,2470,1,0,2,1,1906,0,526,1,0,13,1,1,2019,7,13,999.0,1,28,129
481,336,2470,1,0,1,1,1891,1,21454,1,0,13,1,1,2019,7,13,999.0,1,40,129
482,18,2470,1,0,2,1,2494,1,362,1,0,13,1,1,2019,7,13,999.0,1,2,129
483,54103,2470,1,0,1,1,375,0,0,0,0,13,1,1,2019,7,13,999.0,1,170,129
484,13,2470,1,0,0,0,3,1,1168,1,0,13,1,1,2019,7,13,999.0,1,1,129
485,4680,2470,1,1,1,1,400,0,100,1,0,13,1,1,2019,7,13,999.0,1,114,129
486,691,2470,1,1,1,1,1917,0,5917,1,0,13,1,1,2019,7,13,999.0,1,79,129
487,3165,2506,1,1,1,1,3,0,62,0,0,677,1,1,2019,7,13,999.0,1,96,162
488,1089,2506,1,1,2,1,1917,0,592,0,0,677,1,1,2019,7,13,999.0,1,87,162
489,3136,2506,1,1,0,1,1890,1,4907,1,0,677,1,1,2019,7,13,999.0,1,95,162
490,170873,2506,1,0,1,1,113,1,0,1,0,677,1,1,2019,7,13,999.0,1,213,162
491,509,2506,1,0,1,1,1897,1,856,1,0,677,1,1,2019,7,13,999.0,1,59,162
492,171081,2506,1,0,2,0,5,0,0,0,0,677,1,1,2019,7,13,999.0,1,221,162
493,53606,2506,1,1,1,1,2086,1,0,1,0,677,1,1,2019,7,13,999.0,1,161,162
494,206,2506,1,0,1,1,1899,1,410,1,0,677,1,1,2019,7,13,999.0,1,6,162
495,3165,2502,1,1,1,1,3,0,62,0,0,677,1,1,2019,7,13,998.0,1,96,158
496,15180,2502,1,1,2,1,1132,1,6,1,0,677,1,1,2019,7,13,998.0,1,129,158
497,15180,2502,1,1,2,1,1132,1,6,1,0,677,1,1,2019,7,13,998.0,1,129,158
498,3136,2502,1,1,0,1,1890,1,4907,1,0,677,1,1,2019,7,13,998.0,1,95,158
499,3136,2502,1,1,0,1,1890,1,4907,1,0,677,1,1,2019,7,13,998.0,1,95,158
500,55265,2502,1,0,1,0,274,0,0,0,0,677,1,1,2019,7,13,998.0,1,176,158
501,55265,2502,1,0,1,0,274,0,0,0,0,677,1,1,2019,7,13,998.0,1,176,158
502,19,2502,1,0,1,1,1906,1,794,1,0,677,1,1,2019,7,13,998.0,1,3,158
503,271,2502,1,0,2,1,1906,1,29633,1,0,677,1,1,2019,7,13,998.0,1,27,158
504,170954,2502,1,0,2,1,113,0,0,0,0,677,1,1,2019,7,13,998.0,1,217,158
505,3362,2502,1,1,1,1,1890,1,5365,1,0,677,1,1,2019,7,13,998.0,1,97,158
506,341,2502,1,0,1,1,1891,1,11985,1,0,677,1,1,2019,7,13,998.0,1,42,158
507,3631,2502,1,1,1,1,2367,1,2156,0,0,677,1,1,2019,7,13,998.0,1,106,158
508,677,2502,1,1,1,1,1889,0,12155,1,0,677,1,1,2019,7,13,998.0,1,75,158
509,354,2502,1,0,1,0,1891,0,11627,1,0,677,1,1,2019,7,13,998.0,1,43,158
510,14744,2502,1,1,1,1,1891,1,200,1,0,677,1,1,2019,7,13,998.0,1,128,158
511,1499,2502,1,1,1,1,2992,1,320,0,0,677,1,1,2019,7,13,998.0,1,90,158
512,1499,2502,1,1,1,1,2992,1,320,0,0,677,1,1,2019,7,13,998.0,1,90,158
513,13,2502,1,0,0,0,3,1,1168,1,0,677,1,1,2019,7,13,998.0,1,1,158
514,4680,2502,1,1,1,1,400,0,100,1,0,677,1,1,2019,7,13,998.0,1,114,158
515,3165,2464,1,1,1,1,3,0,62,0,0,26128,1,1,2019,7,13,996.0,1,96,123
516,18537,2464,1,1,2,1,1217,0,8,1,0,26128,1,1,2019,7,13,996.0,1,132,123
517,691,2464,1,1,1,1,1917,0,5917,1,0,26128,1,1,2019,7,13,996.0,1,79,123
518,691,2464,1,1,1,1,1917,0,5917,1,0,26128,1,1,2019,7,13,996.0,1,79,123
519,3165,2462,1,1,1,1,3,0,62,0,0,53699,1,1,2019,7,13,995.0,1,96,122
520,3165,2460,1,1,1,1,3,0,62,0,0,4680,1,1,2019,7,13,999.0,1,96,120
521,278,2460,1,0,2,1,1906,0,526,1,0,4680,1,1,2019,7,13,999.0,1,28,120
522,278,2460,1,0,2,1,1906,0,526,1,0,4680,1,1,2019,7,13,999.0,1,28,120
523,4680,2460,1,1,1,1,400,0,100,1,0,4680,1,1,2019,7,13,999.0,1,114,120
524,3818,2460,1,1,1,0,576,0,220,0,0,4680,1,1,2019,7,13,999.0,1,109,120
525,4747,2460,1,1,1,1,2494,1,86,0,0,4680,1,1,2019,7,13,999.0,1,116,120
526,3888,2460,1,1,0,0,2751,0,5307,1,0,4680,1,1,2019,7,13,999.0,1,110,120
527,955,2460,1,1,1,1,2667,1,15833,1,0,4680,1,1,2019,7,13,999.0,1,83,120
528,15180,2516,1,1,2,1,1132,1,6,1,0,202,1,1,2019,7,13,999.0,1,129,172
529,1089,2516,1,1,2,1,1917,0,592,0,0,202,1,1,2019,7,13,999.0,1,87,172
530,271,2516,1,0,2,1,1906,1,29633,1,0,202,1,1,2019,7,13,999.0,1,27,172
531,170954,2516,1,0,2,1,113,0,0,0,0,202,1,1,2019,7,13,999.0,1,217,172
532,229,2516,1,0,1,1,2955,1,290,0,0,202,1,1,2019,7,13,999.0,1,14,172
533,229,2516,1,0,1,1,2955,1,290,0,0,202,1,1,2019,7,13,999.0,1,14,172
534,226,2516,1,0,1,1,1906,1,3546,1,0,202,1,1,2019,7,13,999.0,1,12,172
535,202,2516,1,0,1,1,120,1,168,1,0,202,1,1,2019,7,13,999.0,1,5,172
536,202,2516,1,0,1,1,120,1,168,1,0,202,1,1,2019,7,13,999.0,1,5,172
537,127180,2516,1,0,1,1,113,0,0,1,0,202,1,1,2019,7,13,999.0,1,204,172
538,3631,2516,1,1,1,1,2367,1,2156,0,0,202,1,1,2019,7,13,999.0,1,106,172
539,56407,2516,1,0,2,0,113,1,0,1,0,202,1,1,2019,7,13,999.0,1,180,172
540,509,2516,1,0,1,1,1897,1,856,1,0,202,1,1,2019,7,13,999.0,1,59,172
541,509,2516,1,0,1,1,1897,1,856,1,0,202,1,1,2019,7,13,999.0,1,59,172
542,631,2516,1,0,2,1,1889,1,602,1,0,202,1,1,2019,7,13,999.0,1,71,172
543,1499,2516,1,1,1,1,2992,1,320,0,0,202,1,1,2019,7,13,999.0,1,90,172
544,250,2516,1,0,0,1,3,1,6415,1,0,202,1,1,2019,7,13,999.0,1,21,172
545,250,2516,1,0,0,1,3,1,6415,1,0,202,1,1,2019,7,13,999.0,1,21,172
546,15180,2517,1,1,2,1,1132,1,6,1,0,677,1,1,2019,7,13,999.0,1,129,173
547,15180,2517,1,1,2,1,1132,1,6,1,0,677,1,1,2019,7,13,999.0,1,129,173
