,userid,newsid,nickname,name,sex,head_url,region,autograph,integral,is_big_v,is_first_login,creator_id,news_title,news_subtitle,updated_year,updated_month,updated_day,updated_timestamp,label,useridReindex,newsidReindex
65,1499,2514,1,1,1,1,2992,1,320,0,0,241,1,1,2019,7,13,1000.0,1,90,170
66,330,2514,1,0,1,1,1906,1,5426,1,0,241,1,1,2019,7,13,1000.0,1,39,170
67,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1,28,170
68,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1,28,170
69,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1,28,170
70,26129,2514,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,1000.0,1,150,170
71,26129,2514,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,1000.0,1,150,170
72,26129,2514,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,1000.0,1,150,170
73,250,2514,1,0,0,1,3,1,6415,1,0,241,1,1,2019,7,13,1000.0,1,21,170
74,250,2514,1,0,0,1,3,1,6415,1,0,241,1,1,2019,7,13,1000.0,1,21,170
75,54103,2514,1,0,1,1,375,0,0,0,0,241,1,1,2019,7,13,1000.0,1,170,170
76,171121,2514,1,0,1,0,90,0,0,0,0,241,1,1,2019,7,13,1000.0,1,222,170
77,206,2514,1,0,1,1,1899,1,410,1,0,241,1,1,2019,7,13,1000.0,1,6,170
78,636,2514,1,0,1,1,5,0,68,1,0,241,1,1,2019,7,13,1000.0,1,72,170
79,306,2480,1,0,1,1,2732,1,414,0,0,26005,1,1,2019,7,13,999.0,1,35,136
80,3165,2480,1,1,1,1,3,0,62,0,0,26005,1,1,2019,7,13,999.0,1,96,136
81,170954,2480,1,0,2,1,113,0,0,0,0,26005,1,1,2019,7,13,999.0,1,217,136
82,226,2480,1,0,1,1,1906,1,3546,1,0,26005,1,1,2019,7,13,999.0,1,12,136
83,341,2480,1,0,1,1,1891,1,11985,1,0,26005,1,1,2019,7,13,999.0,1,42,136
84,170873,2480,1,0,1,1,113,1,0,1,0,26005,1,1,2019,7,13,999.0,1,213,136
85,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1,139,136
86,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1,139,136
87,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1,139,136
88,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1,139,136
89,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1,139,136
90,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1,139,136
91,336,2480,1,0,1,1,1891,1,21454,1,0,26005,1,1,2019,7,13,999.0,1,40,136
92,18,2480,1,0,2,1,2494,1,362,1,0,26005,1,1,2019,7,13,999.0,1,2,136
93,54103,2480,1,0,1,1,375,0,0,0,0,26005,1,1,2019,7,13,999.0,1,170,136
94,4680,2480,1,1,1,1,400,0,100,1,0,26005,1,1,2019,7,13,999.0,1,114,136
95,359,2480,1,0,2,1,2524,1,582,1,0,26005,1,1,2019,7,13,999.0,1,44,136
96,691,2480,1,1,1,1,1917,0,5917,1,0,26005,1,1,2019,7,13,999.0,1,79,136
97,306,2494,1,0,1,1,2732,1,414,0,0,2,1,1,2019,7,13,1000.0,1,35,150
98,55158,2494,1,0,1,1,1902,0,0,1,0,2,1,1,2019,7,13,1000.0,1,173,150
99,171124,2494,1,0,2,1,146,1,0,0,0,2,1,1,2019,7,13,1000.0,1,223,150
100,53873,2494,1,0,1,1,3,0,0,1,0,2,1,1,2019,7,13,1000.0,1,162,150
101,53873,2494,1,0,1,1,3,0,0,1,0,2,1,1,2019,7,13,1000.0,1,162,150
102,415,2494,1,0,1,1,1891,1,0,1,0,2,1,1,2019,7,13,1000.0,1,50,150
103,616,2494,1,0,2,1,1889,1,904,1,0,2,1,1,2019,7,13,1000.0,1,70,150
104,213,2494,1,0,1,1,1897,1,3899,1,0,2,1,1,2019,7,13,1000.0,1,8,150
105,202,2494,1,0,1,1,120,1,168,1,0,2,1,1,2019,7,13,1000.0,1,5,150
106,202,2494,1,0,1,1,120,1,168,1,0,2,1,1,2019,7,13,1000.0,1,5,150
107,233,2494,1,0,1,1,1906,1,2424,1,0,2,1,1,2019,7,13,1000.0,1,16,150
108,656,2494,0,1,0,0,3,0,7743,1,0,2,1,1,2019,7,13,1000.0,1,73,150
109,561,2494,1,0,1,1,1889,0,6733,1,0,2,1,1,2019,7,13,1000.0,1,63,150
110,561,2494,1,0,1,1,1889,0,6733,1,0,2,1,1,2019,7,13,1000.0,1,63,150
111,3043,2494,1,1,1,1,1326,0,6321,1,0,2,1,1,2019,7,13,1000.0,1,94,150
112,26147,2494,1,0,1,1,1891,0,0,1,0,2,1,1,2019,7,13,1000.0,1,151,150
113,3040,2494,1,1,1,1,270,0,6265,1,0,2,1,1,2019,7,13,1000.0,1,93,150
114,26204,2494,1,0,1,1,112,1,0,1,0,2,1,1,2019,7,13,1000.0,1,152,150
115,26204,2494,1,0,1,1,112,1,0,1,0,2,1,1,2019,7,13,1000.0,1,152,150
116,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1,221,150
117,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1,221,150
118,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1,221,150
119,1059,2494,1,1,1,1,1816,0,1002,0,0,2,1,1,2019,7,13,1000.0,1,86,150
120,336,2494,1,0,1,1,1891,1,21454,1,0,2,1,1,2019,7,13,1000.0,1,40,150
121,18,2494,1,0,2,1,2494,1,362,1,0,2,1,1,2019,7,13,1000.0,1,2,150
122,250,2494,1,0,0,1,3,1,6415,1,0,2,1,1,2019,7,13,1000.0,1,21,150
123,57081,2494,1,0,2,1,2985,0,0,0,0,2,1,1,2019,7,13,1000.0,1,183,150
124,328,2494,1,0,1,1,1906,1,530,0,0,2,1,1,2019,7,13,1000.0,1,38,150
125,170931,2494,1,0,2,0,142,1,0,0,0,2,1,1,2019,7,13,1000.0,1,215,150
126,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1,135,150
127,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1,135,150
128,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1,135,150
129,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1,135,150
130,15316,2494,1,1,2,1,2763,1,286,1,0,2,1,1,2019,7,13,1000.0,1,130,150
131,125439,2494,1,0,2,0,252,0,0,0,0,2,1,1,2019,7,13,1000.0,1,203,150
132,55165,2494,0,0,1,0,1891,0,0,0,0,2,1,1,2019,7,13,1000.0,1,174,150
133,143314,2494,1,0,0,1,3,0,0,0,0,2,1,1,2019,7,13,1000.0,1,208,150
134,70192,2494,1,0,1,1,2088,1,0,0,0,2,1,1,2019,7,13,1000.0,1,187,150
135,82440,2494,1,0,2,1,2093,1,0,0,0,2,1,1,2019,7,13,1000.0,1,193,150
136,4051,2494,1,1,1,1,2385,1,3206,1,0,2,1,1,2019,7,13,1000.0,1,111,150
137,262,2494,1,0,0,1,3,0,10320,1,0,2,1,1,2019,7,13,1000.0,1,24,150
138,662,2494,0,1,0,1,3,0,13593,1,0,2,1,1,2019,7,13,1000.0,1,74,150
139,54190,2494,1,0,1,0,1891,1,0,0,0,2,1,1,2019,7,13,1000.0,1,171,150
140,109057,2494,1,0,1,1,185,1,0,1,0,2,1,1,2019,7,13,1000.0,1,200,150
141,234,2494,1,0,1,1,1906,0,350,0,0,2,1,1,2019,7,13,1000.0,1,17,150
142,53201,2494,1,1,1,1,2660,1,100,0,0,2,1,1,2019,7,13,1000.0,1,158,150
143,53201,2494,1,1,1,1,2660,1,100,0,0,2,1,1,2019,7,13,1000.0,1,158,150
144,171012,2494,1,1,1,1,256,1,0,0,0,2,1,1,2019,7,13,1000.0,1,219,150
145,171012,2494,1,1,1,1,256,1,0,0,0,2,1,1,2019,7,13,1000.0,1,219,150
146,3768,2494,1,1,1,0,2268,0,5315,1,0,2,1,1,2019,7,13,1000.0,1,108,150
147,26007,2494,1,0,1,0,1891,0,0,1,0,2,1,1,2019,7,13,1000.0,1,140,150
148,896,2494,1,1,2,1,1890,0,7173,1,0,2,1,1,2019,7,13,1000.0,1,82,150
149,3495,2494,1,1,0,1,1890,0,5333,1,0,2,1,1,2019,7,13,1000.0,1,102,150
150,221,2494,1,0,1,1,1889,1,382,1,0,2,1,1,2019,7,13,1000.0,1,9,150
151,55223,2494,1,0,2,0,1897,0,0,0,0,2,1,1,2019,7,13,1000.0,1,175,150
152,201,2494,1,0,1,1,1891,1,142,0,0,2,1,1,2019,7,13,1000.0,1,4,150
153,608,2494,1,0,1,0,1889,0,10251,1,0,2,1,1,2019,7,13,1000.0,1,68,150
154,306,2204,1,0,1,1,2732,1,414,0,0,2,1,1,2019,7,13,1000.0,1,35,72
155,561,2204,1,0,1,1,1889,0,6733,1,0,2,1,1,2019,7,13,1000.0,1,63,72
156,171081,2204,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1,221,72
157,125439,2204,1,0,2,0,252,0,0,0,0,2,1,1,2019,7,13,1000.0,1,203,72
158,3495,2204,1,1,0,1,1890,0,5333,1,0,2,1,1,2019,7,13,1000.0,1,102,72
159,541,2204,1,0,1,1,1889,0,16263,1,0,2,1,1,2019,7,13,1000.0,1,61,72
160,306,2264,1,0,1,1,2732,1,414,0,0,13,1,1,2019,7,13,1000.0,1,35,76
161,3165,2264,1,1,1,1,3,0,62,0,0,13,1,1,2019,7,13,1000.0,1,96,76
162,1822,2264,1,1,0,1,1890,1,4401,1,0,13,1,1,2019,7,13,1000.0,1,91,76
163,314,2264,1,0,1,0,1891,0,5433,1,0,13,1,1,2019,7,13,1000.0,1,36,76
164,1039,2264,1,1,1,1,1780,0,232,1,0,13,1,1,2019,7,13,1000.0,1,84,76
165,1059,2264,1,1,1,1,1816,0,1002,0,0,13,1,1,2019,7,13,1000.0,1,86,76
166,3486,2264,1,1,0,0,1890,0,7315,1,0,13,1,1,2019,7,13,1000.0,1,101,76
167,13,2264,1,0,0,0,3,1,1168,1,0,13,1,1,2019,7,13,1000.0,1,1,76
168,13,2264,1,0,0,0,3,1,1168,1,0,13,1,1,2019,7,13,1000.0,1,1,76
169,125439,2264,1,0,2,0,252,0,0,0,0,13,1,1,2019,7,13,1000.0,1,203,76
170,53929,2264,1,0,1,1,3,0,0,0,0,13,1,1,2019,7,13,1000.0,1,164,76
171,170818,2264,1,0,1,0,270,0,0,0,0,13,1,1,2019,7,13,1000.0,1,211,76
172,262,2264,1,0,0,1,3,0,10320,1,0,13,1,1,2019,7,13,1000.0,1,24,76
173,492,2264,1,0,1,1,3,0,5343,1,0,13,1,1,2019,7,13,1000.0,1,58,76
174,602,2264,1,0,0,1,3,0,5759,1,0,13,1,1,2019,7,13,1000.0,1,67,76
175,129528,2264,1,0,1,1,205,1,0,0,0,13,1,1,2019,7,13,1000.0,1,205,76
176,4747,2264,1,1,1,1,2494,1,86,0,0,13,1,1,2019,7,13,1000.0,1,116,76
177,3495,2264,1,1,0,1,1890,0,5333,1,0,13,1,1,2019,7,13,1000.0,1,102,76
178,3495,2264,1,1,0,1,1890,0,5333,1,0,13,1,1,2019,7,13,1000.0,1,102,76
179,201,2264,1,0,1,1,1891,1,142,0,0,13,1,1,2019,7,13,1000.0,1,4,76
180,170988,2264,1,0,1,1,113,1,0,0,0,13,1,1,2019,7,13,1000.0,1,218,76
181,306,1915,1,0,1,1,2732,1,414,0,0,18,1,1,2019,7,14,1000.0,1,35,59
182,3165,1915,1,1,1,1,3,0,62,0,0,18,1,1,2019,7,14,1000.0,1,96,59
183,24004,1915,1,1,1,1,1583,1,0,0,0,18,1,1,2019,7,14,1000.0,1,136,59
184,55158,1915,1,0,1,1,1902,0,0,1,0,18,1,1,2019,7,14,1000.0,1,173,59
185,171124,1915,1,0,2,1,146,1,0,0,0,18,1,1,2019,7,14,1000.0,1,223,59
186,171124,1915,1,0,2,1,146,1,0,0,0,18,1,1,2019,7,14,1000.0,1,223,59
187,53873,1915,1,0,1,1,3,0,0,1,0,18,1,1,2019,7,14,1000.0,1,162,59
188,53873,1915,1,0,1,1,3,0,0,1,0,18,1,1,2019,7,14,1000.0,1,162,59
189,56240,1915,1,0,1,0,1893,1,0,1,0,18,1,1,2019,7,14,1000.0,1,178,59
190,3136,1915,1,1,0,1,1890,1,4907,1,0,18,1,1,2019,7,14,1000.0,1,95,59
191,3136,1915,1,1,0,1,1890,1,4907,1,0,18,1,1,2019,7,14,1000.0,1,95,59
192,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1,50,59
193,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1,50,59
194,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1,50,59
195,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1,50,59
196,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1,50,59
197,103224,1915,1,0,1,0,1892,1,0,0,0,18,1,1,2019,7,14,1000.0,1,198,59
198,616,1915,1,0,2,1,1889,1,904,1,0,18,1,1,2019,7,14,1000.0,1,70,59
199,171017,1915,1,0,2,0,113,0,0,0,0,18,1,1,2019,7,14,1000.0,1,220,59
200,213,1915,1,0,1,1,1897,1,3899,1,0,18,1,1,2019,7,14,1000.0,1,8,59
201,202,1915,1,0,1,1,120,1,168,1,0,18,1,1,2019,7,14,1000.0,1,5,59
202,202,1915,1,0,1,1,120,1,168,1,0,18,1,1,2019,7,14,1000.0,1,5,59
203,202,1915,1,0,1,1,120,1,168,1,0,18,1,1,2019,7,14,1000.0,1,5,59
204,3501,1915,1,1,0,0,1976,0,6365,1,0,18,1,1,2019,7,14,1000.0,1,103,59
205,3501,1915,1,1,0,0,1976,0,6365,1,0,18,1,1,2019,7,14,1000.0,1,103,59
206,10355,1915,1,1,1,1,1889,0,782,1,0,18,1,1,2019,7,14,1000.0,1,127,59
207,10355,1915,1,1,1,1,1889,0,782,1,0,18,1,1,2019,7,14,1000.0,1,127,59
208,10355,1915,1,1,1,1,1889,0,782,1,0,18,1,1,2019,7,14,1000.0,1,127,59
209,561,1915,1,0,1,1,1889,0,6733,1,0,18,1,1,2019,7,14,1000.0,1,63,59
210,561,1915,1,0,1,1,1889,0,6733,1,0,18,1,1,2019,7,14,1000.0,1,63,59
211,127180,1915,1,0,1,1,113,0,0,1,0,18,1,1,2019,7,14,1000.0,1,204,59
212,127180,1915,1,0,1,1,113,0,0,1,0,18,1,1,2019,7,14,1000.0,1,204,59
213,26126,1915,1,0,2,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1,148,59
214,26126,1915,1,0,2,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1,148,59
215,26126,1915,1,0,2,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1,148,59
216,170873,1915,1,0,1,1,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1,213,59
217,170873,1915,1,0,1,1,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1,213,59
218,170873,1915,1,0,1,1,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1,213,59
219,56407,1915,1,0,2,0,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1,180,59
220,129660,1915,1,0,1,1,207,1,0,0,0,18,1,1,2019,7,14,1000.0,1,206,59
221,3043,1915,1,1,1,1,1326,0,6321,1,0,18,1,1,2019,7,14,1000.0,1,94,59
222,3040,1915,1,1,1,1,270,0,6265,1,0,18,1,1,2019,7,14,1000.0,1,93,59
223,487,1915,1,0,1,1,1891,0,6839,1,0,18,1,1,2019,7,14,1000.0,1,57,59
224,53992,1915,1,0,1,1,1902,0,0,1,0,18,1,1,2019,7,14,1000.0,1,168,59
225,26204,1915,1,0,1,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1,152,59
226,26204,1915,1,0,1,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1,152,59
227,171081,1915,1,0,2,0,5,0,0,0,0,18,1,1,2019,7,14,1000.0,1,221,59
228,14744,1915,1,1,1,1,1891,1,200,1,0,18,1,1,2019,7,14,1000.0,1,128,59
229,171125,1915,1,0,2,1,6,1,0,0,0,18,1,1,2019,7,14,1000.0,1,224,59
230,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1,66,59
231,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1,66,59
232,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1,66,59
233,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1,66,59
234,1059,1915,1,1,1,1,1816,0,1002,0,0,18,1,1,2019,7,14,1000.0,1,86,59
235,143057,1915,1,0,1,1,14,0,0,0,0,18,1,1,2019,7,14,1000.0,1,207,59
236,74582,1915,1,0,1,1,2085,1,0,0,0,18,1,1,2019,7,14,1000.0,1,190,59
237,336,1915,1,0,1,1,1891,1,21454,1,0,18,1,1,2019,7,14,1000.0,1,40,59
238,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
239,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
240,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
241,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
242,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
243,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
244,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1,2,59
245,3653,1915,1,1,1,1,2495,1,232,0,0,18,1,1,2019,7,14,1000.0,1,107,59
246,3653,1915,1,1,1,1,2495,1,232,0,0,18,1,1,2019,7,14,1000.0,1,107,59
247,26035,1915,1,0,1,1,2084,1,0,1,0,18,1,1,2019,7,14,1000.0,1,143,59
248,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1,183,59
249,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1,183,59
250,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1,183,59
251,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1,183,59
252,13,1915,1,0,0,0,3,1,1168,1,0,18,1,1,2019,7,14,1000.0,1,1,59
253,13,1915,1,0,0,0,3,1,1168,1,0,18,1,1,2019,7,14,1000.0,1,1,59
254,427,1915,1,0,2,1,1906,1,4717,1,0,18,1,1,2019,7,14,1000.0,1,52,59
255,4680,1915,1,1,1,1,400,0,100,1,0,18,1,1,2019,7,14,1000.0,1,114,59
256,125439,1915,1,0,2,0,252,0,0,0,0,18,1,1,2019,7,14,1000.0,1,203,59
257,125439,1915,1,0,2,0,252,0,0,0,0,18,1,1,2019,7,14,1000.0,1,203,59
258,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1,156,59
259,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1,156,59
260,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1,156,59
261,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1,156,59
262,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1,156,59
263,70192,1915,1,0,1,1,2088,1,0,0,0,18,1,1,2019,7,14,1000.0,1,187,59
264,228,1915,1,0,0,1,1975,1,10,1,0,18,1,1,2019,7,14,1000.0,1,13,59
265,170818,1915,1,0,1,0,270,0,0,0,0,18,1,1,2019,7,14,1000.0,1,211,59
266,171127,1915,0,0,1,0,400,0,0,0,0,18,1,1,2019,7,14,1000.0,1,225,59
267,262,1915,1,0,0,1,3,0,10320,1,0,18,1,1,2019,7,14,1000.0,1,24,59
268,378,1915,1,0,1,0,1906,0,5595,1,0,18,1,1,2019,7,14,1000.0,1,48,59
269,30332,1915,1,1,1,1,2305,1,0,0,0,18,1,1,2019,7,14,1000.0,1,154,59
270,662,1915,0,1,0,1,3,0,13593,1,0,18,1,1,2019,7,14,1000.0,1,74,59
