,userid,newsid,nickname,name,sex,head_url,region,autograph,integral,is_big_v,is_first_login,creator_id,news_title,news_subtitle,updated_year,updated_month,updated_day,updated_timestamp,label
31,361,2513,1,0,1,1,1906,0,478,0,0,306,1,1,2019,7,13,999.0,1
32,1831,2513,1,1,2,1,1324,0,528,0,0,306,1,1,2019,7,13,999.0,1
33,306,2514,1,0,1,1,2732,1,414,0,0,241,1,1,2019,7,13,1000.0,1
34,15180,2514,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,1000.0,1
35,15180,2514,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,1000.0,1
36,15180,2514,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,1000.0,1
37,15180,2514,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,1000.0,1
38,15180,2514,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,1000.0,1
39,285,2514,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,1000.0,1
40,1089,2514,1,1,2,1,1917,0,592,0,0,241,1,1,2019,7,13,1000.0,1
41,3136,2514,1,1,0,1,1890,1,4907,1,0,241,1,1,2019,7,13,1000.0,1
42,55265,2514,1,0,1,0,274,0,0,0,0,241,1,1,2019,7,13,1000.0,1
43,271,2514,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,1000.0,1
44,271,2514,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,1000.0,1
45,271,2514,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,1000.0,1
46,170954,2514,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,1000.0,1
47,170954,2514,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,1000.0,1
48,170954,2514,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,1000.0,1
49,226,2514,1,0,1,1,1906,1,3546,1,0,241,1,1,2019,7,13,1000.0,1
50,202,2514,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,1000.0,1
